speaker,confidence,text,target,sentiment,category,summary
성해은,0.95,내가 질문해도 될까? 응.,,neutral,initiative,"질문을 시작하기 전에 상대방의 동의를 구하는 발화로, 대화를 시작하려는 소극적인 의지를 드러냄."
성해은,0.95,규민이를 알아가고 싶은 거야? 규민이한테 호감이 있는 거야?,정규민,positive,emotion_polarity,규민에 대한 호감 여부를 묻는 질문에 대한 답변이므로 긍정적인 감정으로 분류될 수 있음
성해은,0.95,반 반? 호감이 없진 않아.,정규민,positive,emotion_polarity,정규민에게 호감이 완전히 없는 것은 아니라고 말하며 긍정적인 감정을 드러냄.
성해은,0.95,어떤 모습에 호감을 느낀 거야?,,positive,emotion_polarity,"상대방의 어떤 모습에 호감을 느꼈는지 물어보는 발언으로, 긍정적인 감정을 표현하고 있다."
성해은,0.95,좀 성숙하고 따뜻한 모습?,성해은,positive,positive_characteristic,성숙하고 따뜻한 모습에 대한 긍정적 언급
성해은,0.95,기미는 생각보다 엄청 차가운데 따뜻한 모습만 봤어?,정규민,중립,상황 설명,정규민의 차가운 모습에 대한 언급
성해은,0.95,"내가 잘 못 본 건가? 따뜻해 보였어. 웅 잘못 봤을 수도 있고, 음 차가운 모습이면 좀 무뚝뚝한 스타일인가?",정규민,neutral,observation,"정규민의 인상에 대한 성해은의 첫인상에 대한 평가가 불확실함을 드러냄. 따뜻함과 차가움 사이에서 혼란스러워하며, 무뚝뚝한 스타일일 가능성을 언급함."
성해은,0.95,무뚝뚝하고 표현도 많이 어색하고 서툰 편이지.,정규민,negative,description,화자는 상대방이 무뚝뚝하고 표현이 서툴다고 언급하며 부정적인 감정을 드러냄.
성해은,0.95,그럼 마지막으로 규민이 취향 알려줄 수 있어? 음식이나 영화나 노래 이런 거 마지막쯤에 그게 저는 나연이라고 확신을 했거든요. 왜냐면 채팅룸에서 물어봤었을 때도 규민희 씨가 좋아하는 취향 같은 거 있어? 영화라든지 음악이라든지 그걸 물어봤었어요. 나연이가 근데 이번에도 그 변조된 목소리가 그걸 물어보더라고요. 그래서 나연이구나.,정규민,neutral,statement,"성해은은 마지막 채팅에서 정규민의 취향을 묻는 사람이 김나연이라고 확신했다고 말했다. 채팅룸에서 김나연이 정규민의 취향을 물어봤었고, 이번 변조된 목소리도 같은 질문을 했기 때문이다."
성해은,0.95,"규민이 취향은 딱히 없고, 규민이가 호불호가 있는 편이 아니라서 기분이 취향이란 게 딱히 없어.",정규민,neutral,relationship,"규민은 취향이 뚜렷하지 않고 호불호가 없는 편이라, 기분에 따라 취향이 달라지는 것 같다고 말함."
성해은,0.95,그냥 착한 사람 좋아해.,,positive,emotion_polarity,착한 사람을 좋아하는 감정을 표현함
성해은,0.95,규민이랑 연애할 때 장단점 하나씩 말해줄 수 있어?,정규민,neutral,relationship,정규민과의 연애에 대한 질문에 답변을 요청받음
성해은,0.95,"건강하게 생활하려고 노력하는 편이라서 좋고, 단점은 자존심이 좀 세.",성해은,positive,self_description,"자신에 대해 건강하게 생활하려 노력하는 점이 좋다고 말하며 긍정적으로 평가하고, 단점으로 자존심이 센 것을 언급함."
성해은,0.95,너한테도 자존심을 많이 부렸어?,정규민,negative,emotion_polarity,자존심을 부렸다는 언급에서 부정적인 감정이 드러남
성해은,0.95,그런 모습들이 있었지.,,Neutral,Memory,과거의 특정 모습에 대한 회상.
성해은,0.95,오늘 조언해줘서 고마워.,,positive,gratitude,조언에 대한 감사 표현
성해은,0.95,내일 기대돼.,,positive,emotion_polarity,내일에 대한 기대감을 드러냄
성해은,0.95,잘 못 들었어. 내일 기대될 데이트가 음. 기대돼.,,positive,emotion_polarity,내일 데이트에 대한 기대감을 표현함
성해은,0.95,데이트를 한 번 했었을 때보다 더 기대돼?,,positive,emotion_polarity,상대방에게 긍정적인 감정을 표현하며 데이트에 대한 높은 기대감을 드러냄.
정규민,0.9,"웃는 모습 되게 뭐랄까요, 되게 강아지처럼 웃는 모습 진짜로 그 사람이 행복해하고 웃는 게 느껴져서, 그게 되게 행복했어요.",성해은,positive,emotion_expression,상대방의 웃는 모습에서 행복을 느껴 좋았다고 표현함.
정규민,0.9,아 진짜?,,neutral,reaction,상대방의 말에 대한 단순한 반응.
정규민,0.9,왜?,,neutral,question,상대방에게 이유를 묻는 질문
성해은,0.95,나 잠긴 적이 없었어 알아?,,neutral,fact,자신의 경험에 대한 사실을 전달하는 발언
정규민,0.9,조금씩 음.,,neutral,none,"정규민의 짧은 대답으로, 특별한 감정이나 의도를 드러내지 않습니다."
정규민,0.9,진작 얘기할 걸 그랬네.,,후회,후회,정규민이 과거에 어떤 이야기를 하지 않았던 것에 대해 후회하는 발언이다.
성해은,0.95,아니 말 하지마,,negative,negative,상대방에게 말을 하지 말라고 하는 부정적인 발언.
