speaker,confidence,text,target,sentiment,category,summary
SPEAKER_3,,군인 시절에 그 친구가 인터넷 편지 써줬던 것도 다 있고 손편지도 다 있고. 진짜 많아요 정말 많은데,None,positive,memories,군인 시절에 그 친구가 인터넷 편지 써줬던 것도 다 있고 손편지도 다 있고. 진짜 많아요 정말 많은데
SPEAKER_1,,"기념일이면 도시락 싸서 가고 크리스마스 선물 사 갔고. SPEAKER_3 너무 고마웠죠 처음에 사실 너무 보고 싶었는데 매번 와주니까 너무 고맙고 해은이가 노력을 많이 했었던 것 같아요. SPEAKER_1 되게 좋은 추억으로 남아있어요. 그냥 나는 현실 상황 플러스 네가 여기 있는 게 안 믿겨. 이거 아니었으면 나랑 밥 안 먹었을 거잖아. 너랑 오래 만나서 그런가 너 생각이 지워지진 않더라. SPEAKER_3 그치, 어디를 가던지 다 있잖아 추억이. SPEAKER_1 너랑 못 해본 게 너무 많더라고 지금 생각해보니까. 난 좋은 날이나 기념일이나 해주고 싶을 때도 막 아꼈던 게 좀 후회됐어. SPEAKER_3 난 좋았는데. SPEAKER_1 좋았어? SPEAKER_3 응 SPEAKER_1 제가 승무원 준비할 때가 저의 인생에서 아직까지는 제일 힘들었던 시기라고 생각해요. 규민이한테 뭐라고 말도 못하겠고, 연락을 아예 안 하고 잠수를 타고 있었는데 규민이는 '알았어. 기다릴게. 마음의 준비 다 되면 그때 연락해' 라고 했었는데, 제가 드디어 승무원에 붙은 거예요. 규민아, 만나자 할 말 있어. 라고만 했었는데, 규민이가 그때 그냥 꽃 들고 나와줬어요. 제가 붙었다는 걸 그냥 감지했었대요.",성해은,positive,relationship,SPEAKER_1 and SPEAKER_3 reminisce about their past relationship and express gratitude for each other's efforts and support.
SPEAKER_3,,"여행을 자주 갔어요. 해은이랑 거의 1년에 한 번씩은 갔던 걸로 기억을 하는데, SPEAKER_1 저는 진짜 내 세상이 그냥 다 규민이고, 내 처음 모든 게 다 규민이니까, 규민이가 없으면 안 될 줄 알았어요. 그때는 진짜 오매불망 규민이밖에 몰랐어요.",정규민,positive,love,"SPEAKER_1은 규민에 대한 강한 애정을 표현하며, 규민이 없으면 안 될 줄 알았다고 말합니다."
SPEAKER_3,,둘의 추억이 담긴 영상이 하나씩 있는 게 되게 좋더라고요. 어디 이제 여행 갈 때마다 영상 찍어가지고 남겨뒀던 것 같아요.,성해은,positive,memory,"좋아하는 추억을 회상하며, 여행에서 찍은 영상을 소중히 여기는 내용"
SPEAKER_1,,"규민이가 저를 그냥 남겨주고 싶어서, 저를 많이 찍었었어요.",정규민,negative,relationship,"규민이가 저를 그냥 남겨주고 싶어서, 저를 많이 찍었었어요."
SPEAKER_3,,"이게 제 연애 기간이 너무 길어서 그런 건지 모르겠는데, 너무 잘 맞았거든요. 사실 항상 좋았던 것 같아요.",None,positive,relationship,"The speaker expresses satisfaction and happiness in their relationship, stating that it has always been good."
SPEAKER_1,,"너무 저를 성장시켜주고, 좋은 연애였거든요.",정규민,긍정,연애,성장한 연애에 대한 감사
SPEAKER_3,,"해은이라는 사람 자체가 워낙 발랄하고, 해은이랑 같이 있을 때가 제일 재밌었던 것 같아요.",성해은,Positive,Positive,The speaker expresses positive feelings about being with the person named '해은' and finds it enjoyable.
SPEAKER_1,,오래 사귀었다고 해서 소홀해지거나 지루하거나 질린 게 전 한 번도 없었어요.,성해은,positive,relationship,오래 사귀었다고 해서 소홀해지거나 지루하거나 질린 게 전 한 번도 없었어요.
SPEAKER_3,,"20년 2월에 헤어졌던 게 그때 제가 이제 되게 아팠었어요. 그때 뮤직비디오 찍고 막 그러던 되게 정신없는 시기에 너무 아파서, 아침에 일어났다 쓰러지고. 그때 당시에 그 친구가 이제 저한테 연락을 했는데",정규민,negative,breakup,The speaker is expressing negative emotions about a past breakup and the pain it caused them.
SPEAKER_1,,"자기 나 안 궁금해? 나 어디 가는지 왜 안 궁금해? 제가 어디에 가든 뭘 하든, 규민이가 절 궁금해하지 않았어요.",정규민,negative,relationship,The speaker expresses frustration and disappointment about not being a priority in the other person's thoughts.
SPEAKER_3,,"지금까지 사실 많이 쌓인 것도 있었고, 거기서 그냥 뭔가 툭 끊기듯이 그냥 이 친구랑 안 되겠다 해서 그날 바로 연락을 했던 것 같아요. 전화로 그냥 그만하자고.",정규민,negative,breakup,"The speaker is expressing regret and sadness about a recent breakup, mentioning the suddenness of the decision and the lack of closure."
SPEAKER_1,,그냥 받아들였어요 그때. 그렇게 끝났어요.,None,negative,acceptance,그냥 받아들였어요 그때. 그렇게 끝났어요.
SPEAKER_3,,"그래서 실망을 많이 하기도 했었고, 그때 많이 힘들었었죠. 그냥 심적으로",성해은,negative,emotion,실망과 힘든 감정
SPEAKER_1,,"근데 무엇보다 그 이별을 받아들이게 된 건 같이 있을 때 더 외로웠어요. 규민이 눈빛이나 대화하는 거나 손도 같이 잡는 게 아니고, 나만 잡고 있고, 그냥 그래서 제가 이렇게 운적 되게 많거든요, 같이 있으면서? 너무 확 체감이 되니까.저는 그때가 겨울인데, 너무 아픈 기억이라서 그 이후로 겨울은 너무 싫은 계절이 되었어요. 되게 추웠거든요. 마음도 추웠고, 그냥 그때 진짜 끝이구나? 그때는 진짜 붙잡을 여력이 없더라고.",정규민,negative,breakup,"The speaker expresses feelings of loneliness and sadness after a breakup, mentioning the lack of affection and connection from their ex-partner, and the emotional impact of the breakup on their life."
SPEAKER_3,,제가 좀 차가웠다고 해야 되나? 되게 미워할 수도 있을 것 같고.,정규민,negative,negative,미워할 수도 있을 것 같고
SPEAKER_1,,"규민이를 제가 그렇게 만든 거고, 아쉬움이 많이 남아요. 다 나 때문이니까. SPEAKER_3 그때는 너무 생각이 어렸고, 좀 너무 미성숙했죠. SPEAKER_1 그래서 미련이 더 남아요. 첫사랑에 미련이 더 남아요. SPEAKER_3 너를 생각하면 떠오르는 일, 나 승무원 준비할 때의 우리. 내가 붙었을 때, 너네 가족한테 알려주고 싶어서 새벽 6시에 일어나서 잠을 못 잤다는 거야. 알려주고 싶어서.",정규민,negative,relationship,"Speaker 1 expresses regret and remorse for their past actions towards Speaker 3, who is a former lover. They mention the regret of not being able to let go of their first love and the memories associated with it."
SPEAKER_3,,가족들이랑 밥 같이 먹으려면 그쯤 일어나야 되거든,None,Neutral,Family,가족들과 함께 식사하기 위해 일어나야 함
SPEAKER_1,,"그것도 너무 고마웠지. 너무 내일처럼 기뻐해주고, 진짜로 나를 생각했던 사람이니까, 그게 너무 고마워.(눈물을 흘리며)",정규민,긍정,감정 표현,고마움을 표현하며 눈물을 흘리는 감정적인 대화
SPEAKER_3,,"내가 그랬구나, 그때. 진짜 많이 좋아했었나보다. SPEAKER_1 왜 나 따라해.",SPEAKER_3,positive,emotion_polarity,SPEAKER_1이 SPEAKER_3을 따라하는 것에 대한 긍정적인 감정 표현
SPEAKER_3,,아 이게..(눈물을 흘리며),성해은,negative,emotion_polarity,눈물을 흘리며
SPEAKER_1,,이거 봐(눈물 닦은 휴지를 규민에게 보여주며). ㅎㅎㅎㅎㅎ 주르륵,정규민,negative,emotion,눈물 닦은 휴지를 규민에게 보여주며
SPEAKER_1,,그럼 또 지금까지 헤어지고 나를 어떻게 돼? 미웠어 내가?,정규민,negative,breakup,전 연인에 대한 부정적인 감정과 상처
SPEAKER_3,,밉기도 했고 미련도 있었고. SPEAKER_1 미련도 있었어?,SPEAKER_1,negative,emotion,미련이 남아있는 감정
SPEAKER_3,,그럼...사실 뭐 관계가 망가진 게 진짜 한쪽만의 책임은 절대 아니니까. --------- SCENE2 22:00 - 24:40 ------------------,성해은,negative,relationship,관계에 대한 부정적인 감정 표현
SPEAKER_3,,그때는 좀 놀랐죠 아..오나 보다.,None,중립,놀람,놀람을 표현한 발화
SPEAKER_1,,"갑자기 제가 나타났는데 규민이가 엄청 놀라겠다, 얼마나 놀랄까, 어떤 마음일까, 나 보고. 안녕하십니까. 안녕하세요.",정규민,Positive,Greeting,"Hello, how are you?"
SPEAKER_3,,"저는 정규민이라고 하고. SPEAKER_1 반갑습니다 SPEAKER_3 먼저 달려가서 마중 나가기보다는 다른 사람들 나갈 때까지 기다렸다가 좀 천천히 나갔던 것 같아요. 그냥 엄청 멀찍이서 이제 약간 '안녕하세요?' 이런 느낌으로. 해은이가 등장하고 난 거가 신경을 크게 안 쓰려고 노력하기도 했고, 실제로도 신경이 크게 안 쓰이기도 했고. SPEAKER_1 지금 남자들이 다 간 거야, 나 왔는데? 좀 그렇긴 하다, 그쵸? SPEAKER_3 (규민이 해은 옆을 지나쳐감) (해은이 규민을 바라보며) SPEAKER_1 남자분들이 다들 일찍 방에 들어가셨어요. 여자들 4명이서만 술 마셨어요. 규민이는 저 본체도 안 했고요. 그래서 그게 상처가 되게 컸던 것 같아요. 너무하죠. SPEAKER_3 규민은 조용히 해은의 캐리어를 해은 몰래 해은의 방으로 옮긴다. 해은은 규민을 의식하며 거실을 서성인다. ---------------- SCENE3 24:40 - 26:43 ------------------ 데이트를 아무와도 나가지 않고 혼자 방에 남은 해은. 나연과 데이트를 나가는 규민을 보는 해은. 두 사람에게 애써 웃으며 배웅하지만, 나연과 규민이 사라지자 해은은 화장을 하면서 슬픈 감정을 추스린다.",해은,부정,데이트,"해은은 규민이 자신을 무시하고 지나치는 것에 상처받았고, 규민이 해은의 캐리어를 몰래 옮기는 것에 대해 불안감을 느꼈다."
SPEAKER_1,,"규민이가 저 혼자 있는 것도 봤을 텐데.(눈물을 흘리며) 그리고 이거 진짜 다 그냥 우연히 이렇게 된 거잖아요. 첫날부터... 나연님이 제가 봤을 때는 규민이가 마음에 든다고 하시고, 두 사람이 데이트도 나가는 모습도 보고 어우 근데 그런 거랑 상관없이 일단 너무 속상했어요. 속마음 문자 보내는 중",정규민,negative,emotion,속상함
SPEAKER_3,,"나연이한테 보냈어요. 같이 하루 종일 데이트하고, 마지막에 술도 같이 마시면서 여기 들어오고 나서 제일 크게 호감을 느끼고, 제일 재밌고 즐거웠어요. 좀 설렜던 것 같아요. 그래서 되게 좋기도 했고, 왜 이렇게 그...무장해제 되는지 모르겠어요.",나연이,긍정,데이트,나연이와의 데이트에서 호감을 느끼고 즐거웠어요
SPEAKER_4,,규민 님한테 문자했죠. 규민 오빠한테. 이제 오빠라고 불렀어요. 데이트때부터 너무 당연하게 보냈어요. 저는. 너무 좋았기 때문에. 해은이 규민에게 문자를 보냈다.,정규민,positive,text,해은이 규민에게 문자를 보냈다.
SPEAKER_3,,좀...의아하다. 왜? 왜 나를? 그런 느낌?,정규민,의아함,의아함,왜 나를? 그런 느낌
SPEAKER_1,,"저는 어쨌든 제 마음은 규민이라는 게 변함이 없어서 어쩔 수 없이 규민이한테 보내게 됐어요. 어쨌든 걔는 데이트를 하고 왔을 거잖아요. 너무 재밌.. 받지 않았으면 하는 마음에 적당히만 재밌게 놀고 왔길 바라라고 보냈어요. 그래서 앞에 있는 사람을 두고 다른 사람한테 보낸다는 게 진짜 너무 이러면 안 될 것 같았는데, 제 마음이 계속 규민이다 보니까, 제 앞에 있는 히두씨를 고르기에는 저를 속이는 것 같아서 그냥 예의상 보내는 건 저는 아닌 것 같아서 어쨌든 제 솔직한 마음은 계속 규민이인 게 변함이 없으니까 규민이한테 보냈고, 재료 마냥 좋았지만은 않았어요. 그냥 계속 규민이 생각이 계속 컸었던 것 같아요.",정규민,negative,relationship,The speaker expresses their feelings of guilt and regret for sending a message to someone else while being with another person.
SPEAKER_9,,감사합니다.,None,긍정,감사,감사 표현
SPEAKER_1,,너무 너무 좋음. 알고 있었어. 예상은 그래도 하고 있었는데 무너지는 것 같았어.,정규민,긍정,감정 표현,좋아하는 감정을 표현
SPEAKER_1,,근데 안 보내는... 그게 아니고... 그 표에 행방이 너무나도 또렷해 보여서 그래서 아쉬웠어요.,None,Negative,Regret,The speaker expresses regret and disappointment about a situation.
SPEAKER_1,,정답!,None,positive,response,정답!
SPEAKER_1,,"나 동감일 것 같아요. 아냐, 스물일곱 정답, 스물... 아니야, 아니야, 스물이 어떻게 돼?",None,Positive,Emotion,동의하는 감정 표현
SPEAKER_1,,"감사합니다. 저 옮기면 될까요? 네, 아, 진짜?",성해은,긍정,감사,감사 표현
SPEAKER_9,,"여기 딱 사이다. 반갑다, 친구야. 저랑 옮기시죠.",None,Positive,Greeting,Friendly greeting and invitation to move
SPEAKER_9,,둘은 나이 알구나.,None,neutral,나이,둘은 나이 알구나.
SPEAKER_9,,여기!,성해은,긍정,연애,성해은과 정규민이 서로에게 호감을 표현하며 대화를 이어가는 상황
SPEAKER_9,,"아, 잠시만요, 수고하셨습니다.",None,긍정,감사,수고하셨습니다
SPEAKER_9,,"너 떨려. 뭐라고 떨려? 근데 27이라니까? 27이야, 26이야.",성해은,negative,emotion_polarity,불안
SPEAKER_9,,사실 266789 맞죠?,None,neutral,fact-checking,사실 확인
SPEAKER_1,,음.. 그러면 저는 찍었네요.,None,neutral,response,화자는 상대방의 말에 대한 응답으로 자신의 행동을 언급합니다.
SPEAKER_9,,어두운 아이돌이야?,정규민,negative,dark idol,어두운 아이돌에 대한 부정적인 감정
SPEAKER_4,,헐!,None,Neutral,Reaction,헐!
SPEAKER_4,,진짜 동안이시다.,성해은,positive,compliment,Compliment on appearance
SPEAKER_9,,너 진짜 너무 흥미로워.,None,positive,interesting,The speaker finds the conversation engaging and interesting.
SPEAKER_4,,저 6기 아저씨가..,None,neutral,6기 아저씨,저 6기 아저씨가..
SPEAKER_1,,유일한 동갑이네.,None,positive,friendship,동갑이라는 공통점으로 친밀감을 느끼는 대화
SPEAKER_1,,"이 시드님, 이 시드님.",이 시드님,긍정,인사,인사
SPEAKER_9,,"바로 말하면 돼요? 아니, 앉아요. 여러분 와서 앉아요. 그럼 어린가 보다.",None,Neutral,Conversation,The speaker is inviting others to sit down and is making a comment about their age.
SPEAKER_1,,"알고 보니 궁금하네. 아니, 알고 보니 엄청 많을 수도 있어요.",None,neutral,curiosity,The speaker expresses curiosity about something.
SPEAKER_9,,"제일 연장자로 추정하시던데 시청해주셔서 감사합니다. 가끔 어려 보이고 싶기도 하긴 한데, 아, 근데 저는 익숙해서 땜에 롯데 오펜하이킹 적어 보이진 않는데? 저 딱 중간에 감사합니다.",None,긍정,감사,시청자에게 감사의 표현
SPEAKER_4,,친구 친구 그치? 그치? 스물여섯? 진짜 동마비예요?,None,positive,friendship,친구 친구에 대한 긍정적인 감정 표현
SPEAKER_3,,"네, 맞아요, 아, 아파 나 그럼 잠깐만, 내가 최연장자야?",None,negative,emotion_polarity,"아파 나 그럼 잠깐만, 내가 최연장자야?"
SPEAKER_1,,너가 지금 최언니야? 최언니? 나연아.,최언니,positive,greeting,인사
SPEAKER_1,,"말 놔도 되지, 안녕히 계세요, 아니, 나 오늘 스케이트 탔단 말이야. 오늘 스케이트 어땠어? 진짜 잘 타. 언니는? 나도 잘 타. 둘은 잘 탔네? 근데 손 잡고 탄 거 아니야? 손을 잡고 탔다고? 아니, 끌어줬어.",None,Positive,Conversation,The conversation is about skating and the speaker is expressing positive emotions and interest in the topic.
SPEAKER_9,,"으음, 눈썹이 너무 아파, 감사합니다.",None,긍정,감사,눈썹이 아파서 감사합니다
SPEAKER_9,,안녕. 서로 엑스랑 데이트 했네요? 그러네요.,None,Neutral,Relationship,The speaker is asking about the other person's relationship with a former partner.
SPEAKER_9,,하필 왜 서로 둘이 눈물...,성해은,negative,emotion_polarity,눈물
SPEAKER_1,,내 터널을 구축하라고 이걸 사줘가지고 와 진짜...,None,negative,complaint,불만이나 불평이 담긴 발화
SPEAKER_4,,롱 엄청난 데이트를 하셨더라고요?,성해은,긍정,데이트,롱 엄청난 데이트를 하셨더라고요?
SPEAKER_4,,"롯데월드 전체 대관을 해서 나도 롯데월드 가고 싶다고 했는데, 저는 X랑 4년 가까이를 만나면서 스케이트장을 딱 한 번밖에 안 가봤어요.",None,Positive,Relationship,Speaker wants to go to Lotte World and mentions a past relationship with X
SPEAKER_4,,"자기는 일할 때도 맨날 스케이트를 신기 때문에 저랑 놀 때도 스케이트를 신고 싶지 않다라고 말했거든요. 이렇게 서운해해서 싸우기도 했었는데, 근데 그거 듣고 저 진짜 눈물이 막 헛도 눈물로 시청해주셔서 감사합니다.",성해은,negative,emotion_polarity,서운해해서 싸우기도 했었는데
SPEAKER_4,,트위터는 없어요.,None,부정적,트위터,트위터에 대한 언급이 없음
SPEAKER_4,,"나랑은 절대 안 가더니 너무 질투나고 너무 서운하고, 사실 저는 데이트를 즐겁게 하고 왔잖아요.",정규민,부정,질투,"질투와 서운함을 표현하며, 상대방의 행동에 대한 불만과 감정을 드러냄"
SPEAKER_4,,이런 감정이 드는 게 맞나 싶더라고요.,None,positive,emotion,이런 감정이 드는 게 맞나 싶더라고요.
SPEAKER_1,,"오늘 근데 데이트 진짜 부럽다. 어, 근데 좋았지? 좋았어 좋았어. 너 좋았어? 어, 나 완전 좋았어. 익선두? 그럼 너 몇 시에 들어왔어?",성해은,긍정,데이트,데이트에 대한 긍정적인 감정 표현
SPEAKER_9,,우리가 나오지.,성해은,positive,response,긍정적인 감정 표현
SPEAKER_1,,근데 나 오늘 완전 취해가지고. 심어졌어? 심어졌거든?,None,negative,drunk,The speaker is expressing a negative sentiment about being drunk and feeling regretful.
SPEAKER_1,,"너 술 원래 못해? 나 술 완전 잘해. 그래? 우리 가서 2병, 4병 마셨어. 소주도 4병. 그래서 그냥 술이 술술 들어간답다. 근데 진짜 재밌었고 좋았어.",None,positive,drinking,The speaker is expressing enjoyment and satisfaction from drinking alcohol with a friend.
SPEAKER_9,,마음 어때? 평감이요? 문자 오늘 보냈어 언니? 문자 보냈어 서로 근데 있을 때 보내라고 오지 않았어?,None,negative,emotion,마음 어때? 평감이요? 문자 오늘 보냈어 언니? 문자 보냈어 서로 근데 있을 때 보내라고 오지 않았어?
SPEAKER_1,,같이 있을 때? 너도 그랬어? 나는 그랬어. 서로 보냈어. 대면하고 있는데 문자 왔었거든?,성해은,Positive,Relationship,The speaker is expressing a positive sentiment about their relationship with the target person.
SPEAKER_4,,추억드립니다.,성해은,긍정,추억,추억을 회상하며 긍정적인 감정을 표현함
SPEAKER_4,,저한테 자랑하시더라고요.,성해은,긍정,자랑,자랑스러운 내용을 언급하며 상대방에게 자랑을 하는 발화
SPEAKER_4,,회원님이 그리고 서로를 마주 보면 그걸 확인했다고 새로운 사람을 만나서 설레고 서로에게 호감도 분명 있었을 텐데 그 상황에서 서로를 마주 보며 속마음 문자를 보내고 속마음을 확인한다? 가까워지기에는 너무나 좋은 환경이죠.,None,Positive,Relationship,"The speaker is expressing excitement and positive feelings towards a new relationship, and suggests that they should communicate openly and honestly to strengthen their bond."
SPEAKER_4,,실제로는 많이 가까워진 것 같더라.,정규민,Positive,Relationship,The speaker feels that they have grown closer to the other person.
SPEAKER_1,,침대에 누워서 얘기하는데 그리고 규린이는 저한테 문자로 보낸 적이 없거든요.,정규민,중립,침대에 누워서 얘기,규린이는 저한테 문자로 보낸 적이 없거든요.
SPEAKER_1,,그러면 그 문자의 행방은 나연 씨인 게 너무 확실한 것 같아서 너무 아파요.,나연 씨,negative,emotion,너무 아파요
SPEAKER_1,,서로 보내고 있네 쓸 것 같아서.,성해은,Positive,Relationship,서로 보내고 있네 쓸 것 같아서
SPEAKER_1,,희두씨랑 데이트할 때도 저는 규민이한테 보냈잖아요. 근데 나연씨가 서로 문자도 보냈겠네요 했을 때 저는 서로 보냈다고 했어요. 다른 사람한테 보냈겠지만 하면 좀 의심 가니까 아. 근데 참..,정규민,Neutral,Relationship,The speaker is discussing a past relationship and their communication with another person.
SPEAKER_4,,그 장면이 상상이 가는 거예요. 근데 저는 한 번 갔다 했잖아요. 그때가 정말 좋은 기억이었어요. 거의 저를 운전했거든요. 뒤에서 막 이렇게 태워주고 끌어주고 근데 들어보니까 그걸 그대로 해드린 것 같더라고요.,성해은,positive,memory,"좋은 기억을 회상하며, 과거의 경험을 공유함"
SPEAKER_4,,뭐 우리 밖에 없고 즐겁고 스케이트 해가지고 로맨틱하고 재밌고 룸메이트니까 더 전 솔직히 질투를 느꼈거든요. 혜연 언니한테 그거 자체도 감정이 조금 힘들었고 감사합니다. 계속 봐야 돼.,성해은,positive,emotion,"질투를 느꼈지만, 로맨틱하고 즐거운 스케이트 데이트를 즐겼습니다."
SPEAKER_4,,근데 데이트가 너무 상했대.,성해은,부정적,데이트,데이트가 너무 상했대
SPEAKER_1,,근데 진짜 언제 해보겠어?,정규민,Positive,Relationship,The speaker is expressing a desire to take action in a relationship
SPEAKER_4,,롯데월드 그룹은 다 불 꺼져 있었어?,None,negative,group,롯데월드 그룹은 다 불 꺼져 있었어
SPEAKER_1,,"네, 다 불 꺼져 있었어.",None,negative,emotion_polarity,불 꺼져 있었어
SPEAKER_4,,놀이기구 탔어?,None,중립,놀이,놀이기구 탔어?
SPEAKER_1,,"놀이기구 탔어. 다 꺼져 있었어. 되게 내 로망이다, 그 야간... 그리고 스케이트장도 꺼져있었어요.",None,negative,amusement park,"놀이기구 탔어. 다 꺼져 있었어. 되게 내 로망이다, 그 야간... 그리고 스케이트장도 꺼져있었어요."
SPEAKER_1,,"아무도 없었긴 했지, 우리만 타긴 했지. 그리고 다 꺼져있고.",None,negative,none,"아무도 없었긴 했지, 우리만 타긴 했지. 그리고 다 꺼져있고."
SPEAKER_1,,잘 먹자. 먹으세요. 먹으세요. 먹겠습니다. 잘 먹겠습니다.,None,positive,food,Eating and enjoying food
SPEAKER_9,,한 명 안 오지 않았나? 나 밥 먹었대요? 몰라요. 안 먹었대요 아마 오늘 못 가. 아 배고프면 드세요 먼저. 배고픔 보호하지 못해. 원우 드세요 원우 드세요 태희님이 잘 챙겨주시던데 기다리시던데요?,None,Neutral,Conversation,The speaker is discussing food and plans for the day.
